"","recordTime","cognitoId","device","sensorname","x","y","z"
"166",1423452172.396,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.28299275070415,-3.94758940559067,-7.95503454680499
"167",1423452172.731,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.31890580300596,-4.24222599352412,-10.2079777610227
"168",1423452173.065,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.11779290008545,-4.63337879935,-9.03766253694165
"169",1423452173.398,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.19485630255435,-5.97592734375,-9.05142879462875
"170",1423452173.735,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.285658176444238,-3.64277767979726,-9.86545787053853
"171",1423452174.069,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.938826298589306,-4.85484255794573,-8.22917014370253
"172",1423452174.403,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.374692559814453,-5.37139135149531,-11.7737862312868
"173",1423452174.738,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.65693716816558,-4.70101497798311,-11.1520414031431
"174",1423452175.074,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.3124714225769,-4.98816963092964,-8.43581993935625
"175",1423452175.409,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.35721306610107,-5.17192422475414,-11.1942397919253
"176",1423452175.744,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.119710083007812,-4.55826046653427,-8.25251397521524
"177",1423452176.078,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.453401975924708,-5.14828166602319,-9.52622934974991
"178",1423452176.415,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.51178871078491,-3.71265844075307,-8.89730231848452
"179",1423452176.751,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.747739119687281,-4.75937347905263,-8.94398928739019
"180",1423452177.086,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.39537065505981,-5.44007535868091,-8.42504598621978
"181",1423452177.422,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.464624759674072,-4.85813469939288,-9.14345599400625
"182",1423452177.756,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.987757822418213,-4.97066194909136,-9.43674569737539
"183",1423452178.091,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.180911863230968,-5.49184967732085,-8.23156444126081
"184",1423452178.427,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.453701251132227,-4.35310767710581,-9.60763169473857
"185",1423452178.761,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.582539154904149,-3.35562341044322,-10.1141549834654
"186",1423452179.094,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.0809539436340332,-4.46309116973877,-8.27481012430592
"187",1423452179.43,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.501884523010254,-5.75461332778931,-9.27214426017441
"188",1423452179.765,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.888398471788038,-3.98888931116313,-9.84540613937378
"189",1423452180.098,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.290446588897705,-4.47206940370229,-10.1382467838012
"190",1423452180.432,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.825401022338867,-3.29157829683833,-9.06863759398516
"191",1423452180.766,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.862361501334375,-0.374842197418213,-11.6485395569399
"192",1423452181.1,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.66426942901611,-5.77107368339859,-7.97718069296572
"193",1423452181.434,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",3.15585713635869,-8.31461363557447,-3.36265637781993
"194",1423452181.768,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.625185908508301,-3.45677837578589,-9.65656333729848
"195",1423452182.103,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.32489134368896,-2.82126730822138,-8.39841043795161
"196",1423452182.437,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.80046775436401,-3.79465992067866,-10.0294605381288
"197",1423452182.772,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.93439337319639,-4.08839860992432,-8.06636496053487
"198",1423452183.105,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.774075324249268,-4.5772647162064,-10.3885906410217
"199",1423452183.45,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.327556714630127,-3.67330375096425,-10.9720273658201
"200",1423452183.788,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.39372464141846,-4.01417843152471,-9.57695613209829
"201",1423452184.122,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.11330377197266,-3.69964018842168,-9.61167212923579
"202",1423452184.459,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.12467630292363,-4.15004930267334,-9.89837785110474
"203",1423452184.793,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.0534206253984696,-5.23581968248896,-10.0010292472839
"204",1423452185.128,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.7241525033813,-3.25865809707642,-8.43537083474873
"205",1423452185.462,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.2854431916168,-1.49862057882117,-10.400561795453
"206",1423452185.798,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-4.97006362700518,-0.0206499893188477,-8.6367831042083
"207",1423452186.132,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.103249946594238,-6.33700310081802,-8.53143804849833
"208",1423452186.475,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.939724151611328,-4.17548754918203,-8.64905355211338
"209",1423452186.808,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.04536829986572,-4.33904155968931,-9.15123722246699
"210",1423452187.142,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.58067822036743,-4.07044218880469,-9.13013853953257
"211",1423452187.478,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.71759677393809,-2.72849206695557,-9.50961957573257
"212",1423452187.812,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.15774610375669,-4.43211616749419,-8.67164860537717
"213",1423452188.147,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.12183304232173,-4.32392827130742,-9.43614729309082
"214",1423452188.482,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.90940402123267,-4.37211150665283,-8.81530109428726
"215",1423452188.818,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.59292047101445,-4.13074612485357,-8.38718739847392
"216",1423452189.155,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.0863408973693848,-5.73396304620951,-7.8520835466247
"217",1423452189.491,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.12437691811826,-6.9882258153832,-6.23046090774536
"218",1423452189.826,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.345662864685059,-2.72924018190913,-10.6676647720337
"219",1423452190.161,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.96910946166543,0.771082499108836,-10.4412627852842
"220",1423452190.499,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",5.90469966169726,-1.22613037907705,-8.03209743781723
"221",1423452190.836,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.90135145909414,-4.9712603990417,-7.85911672406397
"222",1423452191.17,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-4.87639009311293,0.757465550231934,-8.74003305080254
"223",1423452191.503,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.94920753250122,3.24294622174688,-8.69499215033716
"224",1423452191.837,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.181660050964355,0.296432093048096,-11.3940057006836
"225",1423452192.17,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.71667084238902,-3.61419716234063,-9.68005687948018
"226",1423452192.507,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-5.81162514522392,-3.12054266187139,-9.12400354390889
"227",1423452192.842,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.986560648522898,-4.85918197995611,-7.61610534688965
"228",1423452193.176,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.981173773561005,-0.935384661102295,-10.5760865585327
"229",1423452193.51,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.63119946378628,-1.16881932296753,-10.098144344385
"230",1423452193.843,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",3.8633438000001,-2.02339967803955,-8.79943939869087
"231",1423452194.177,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.130035077667236,-5.98700056296084,-7.06214681903999
"232",1423452194.512,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.73495451677851,-5.9982231275145,-8.08072964077284
"233",1423452194.847,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.998082890142873,-0.017208324432373,-9.49854624692388
"234",1423452195.185,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",4.32781892207041,-0.183904615020752,-8.82263313594209
"235",1423452195.519,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",3.68243190052193,3.46231480272822,-9.03796155642085
"236",1423452195.853,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.3409305270873,2.73956521310117,-10.2512233207703
"237",1423452196.186,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",4.91155506820679,1.23555769424438,-8.82966593892202
"238",1423452196.529,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.768987645721436,-7.20789351630844,-6.62655135263652
"239",1423452196.864,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.22960029602051,-7.11900914500132,-7.37339277913198
"240",1423452197.201,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.977731956835836,-4.48673394766543,-9.80829586751088
"241",1423452197.534,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",4.90916064735092,-1.52600424660947,-8.9661355796814
"242",1423452197.867,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",3.45752660947046,-2.15298584289551,-10.1400425811768
"243",1423452198.202,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.19593179864194,-5.23327606242076,-7.76574267665478
"244",1423452198.536,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.94684150983281,-7.54757098644096,-6.21235456589418
"245",1423452198.87,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.37881709289551,-6.24722039243169,-7.33059638792407
"246",1423452199.204,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.01633860473633,-4.91484735578441,-7.97762964230962
"247",1423452199.538,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",3.22079981985781,-2.28706124546211,-9.75786792197861
"248",1423452199.872,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.86014505233765,-4.62425086898804,-8.37237349489741
"249",1423452200.213,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.859069556250051,-6.36408728790283,-5.90290421138154
"250",1423452200.548,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.84865113583989,-6.78831007722486,-8.36429291816391
"251",1423452200.882,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.61324304266665,-3.72028995854482,-8.32673435454424
"252",1423452201.216,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.758961999334767,-2.71412685699463,-8.33825648656636
"253",1423452201.571,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.148290865325928,0.091278938293457,-11.7384714645386
"254",1423452201.905,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.186149188210303,-3.23531477702036,-9.23727877156362
"255",1423452202.239,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.118512979894446,-6.6243073548357,-6.81344886586294
"256",1423452202.574,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.12494739000625,-6.6663551378997,-8.53517928085327
"257",1423452202.907,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.321870485687256,-4.06236181300059,-8.91735386698618
"258",1423452203.241,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.51343472442627,-3.8588544526916,-9.33753581995219
"259",1423452203.576,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.53632935086675,-3.68572392780464,-10.1340573692873
"260",1423452203.911,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.4315829917023,-3.19057298736572,-8.47637166604306
"261",1423452204.245,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.474949736067187,-5.94121141967773,-7.04314282509619
"262",1423452204.578,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.351798006439209,-6.53661926237475,-7.82709439559039
"263",1423452204.915,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.237474877166748,-5.99403349380493,-8.81096153071299
"264",1423452205.249,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.10976865393599,-6.34328766098022,-6.38189412621763
"265",1423452205.584,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.88426473940425,-6.25904183619395,-7.17168149932637
"266",1423452205.917,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.883759687805176,-5.16085131607056,-10.5216183246337
"267",1423452206.252,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",3.82129548721313,-3.26524229777232,-8.7642747079378
"268",1423452206.587,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.26892687988281,-5.19870941062607,-8.23635320534073
"269",1423452206.921,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.17689979010317,-5.38366170806885,-7.59246223103627
"270",1423452207.255,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.34386724997256,-5.40685553665161,-7.33493627115875
"271",1423452207.588,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.27700731961899,-4.2006267396789,-10.151414892932
"272",1423452207.921,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.34108031082153,-3.8449380824767,-7.98615907705547
"273",1423452208.257,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.89949974212646,-4.77044658866562,-9.58383990026265
"274",1423452208.592,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.635061990356445,-6.41421615915699,-7.68733267274937
"275",1423452208.926,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.189441212068085,-6.11284597038589,-8.64067404723223
"276",1423452209.261,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.20401232057651,-3.62781391942129,-9.75816719718613
"277",1423452209.594,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",5.20289962885752,-1.34030394381098,-9.58024830551147
"278",1423452209.929,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",3.38420404663086,-3.04467625063471,-9.30416692657471
"279",1423452210.266,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.207846631622314,-5.8638487054687,-7.25128878672495
"280",1423452210.6,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.17154097882695,-6.15773732457906,-9.51904652557373
"281",1423452210.935,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.394893636322021,-5.09291591702886,-9.05696542250048
"282",1423452211.269,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.84820200383291,-3.90090272894595,-10.4788222622193
"283",1423452211.605,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",3.17126973648071,-3.0342015453063,-10.6380365264893
"284",1423452211.941,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.491858840090968,-6.31560496001299,-7.17317777489927
"285",1423452212.274,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.5257050627335,-5.13286915723272,-8.18951637963559
"286",1423452212.611,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.714220282745361,-4.756231345102,-9.72749185374156
"287",1423452212.946,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.04794009892568,-3.83595989931636,-10.043376396887
"288",1423452213.279,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.08265619652788,-3.58830959202871,-7.03192005961314
"289",1423452213.616,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.49877016619258,-6.46748664948019,-8.21480517120361
"290",1423452213.952,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.57855518798828,-7.33598359738775,-7.02204405083023
"291",1423452214.287,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.37537539147641,-6.18871199831549,-9.67047978057861
"292",1423452214.622,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.65753579621243,-4.80680870904233,-9.83253701318949
"293",1423452214.957,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.670226797557238,-2.97359831578359,-9.67332311424576
"294",1423452215.292,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.56072015241543,-2.80181449279785,-10.2184528316773
"295",1423452215.625,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.36499422149658,-2.50628026190493,-10.500369857965
"296",1423452215.959,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.179565124511719,-3.1431377208434,-10.668413106183
"297",1423452216.293,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.40494746170044,-4.82042554832138,-8.2332105690666
"298",1423452216.628,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.0903811126708984,-4.75428591012265,-9.95030231880508
"299",1423452216.964,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.484825836181641,-4.21229839970693,-10.0164422127321
"300",1423452217.299,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.748786570926334,-3.59833545761108,-8.33750829854757
"301",1423452217.632,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.505625453971093,-4.72001889886167,-9.46188514360059
"302",1423452217.967,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.38295075906393,-3.50780463427119,-8.42205323414458
"303",1423452218.301,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.433051225280762,-4.54239906319883,-9.16814634475708
"304",1423452218.636,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.02965635147095,-4.64744462450556,-10.1464769981384
"305",1423452218.969,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.388159944152832,-3.26284809611216,-7.02069738546163
"306",1423452219.304,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.05464583129883,-4.2568905745907,-9.70684193748794
"307",1423452219.638,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.873285037275683,-3.12967040957026,-9.61780712485947
"308",1423452219.972,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.06170686806943,-3.72507843493037,-9.07372498481863
"309",1423452220.307,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.13009129865342,-1.38085566136464,-10.7860279704772
"310",1423452220.641,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.89097038044585,-3.267636353302,-10.4200148300722
"311",1423452220.974,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.16016837481074,-2.65995804443359,-7.86540136642456
"312",1423452221.309,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",3.84508786621094,-3.56212303877021,-10.8455835906431
"313",1423452221.647,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.43726914757993,-3.72657495709844,-10.2296757980898
"314",1423452221.98,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.0740987197876,-4.80216990679316,-8.37042846177686
"315",1423452222.321,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.56580773961171,-4.36792150761709,-8.92678088989258
"316",1423452222.663,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.6111480796814,-3.84194533040151,-9.41639505632929
"317",1423452222.997,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.800261930023402,-6.65962184758931,-10.1400425811768
"318",1423452223.331,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.46093999490049,-5.96679959605113,-6.81539444697276
"319",1423452223.665,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.714220282745361,-4.80246936466377,-8.43237853933126
"320",1423452223.998,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.10402631360479,-3.57379503672495,-10.737844808197
"321",1423452224.335,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.626682300528919,-4.28532155947485,-9.04708976077745
"322",1423452224.668,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.124797759252356,-4.6537294997616,-8.91540866946885
"323",1423452225.003,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.149637603759766,-4.6019549527928,-9.07252806208506
"324",1423452225.338,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.148290865325928,-4.66300699922866,-9.05711549849566
"325",1423452225.672,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.109534725952148,-5.16339493613876,-8.79958870750107
"326",1423452226.006,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.61144737429687,-6.37979916323237,-7.88590149894394
"327",1423452226.339,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.10073420412368,-5.93522578766318,-8.35890614709165
"328",1423452226.674,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.01364510960234,-5.91697036533067,-8.15704501961972
"329",1423452227.008,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.231639010620117,-5.65450592613765,-8.39287362741679
"330",1423452227.343,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.53306528338008,-5.91113418825678,-8.55283640849907
